chain,gene_type,allele,novel,AFR,AMR,EAS,EUR,MIXED,SAS
IGH,IGHV,IGHV2-4BCH*35,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*38,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*40,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*41,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-4BCH*42,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*43,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*45,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*46,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*47,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*48,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*49,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*51,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*52,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*53,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*54,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*55,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*56,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*57,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV2-4BCH*58,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*59,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*60,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*61,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-4BCH*62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-4BCH*63,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*64,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*65,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*66,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*67,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*68,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*69,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-4BCH*70,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*71,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*72,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*73,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*74,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*75,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*76,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-4BCH*77,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*78,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV2-4BCH*79,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*80,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*81,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*82,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*83,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*84,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*85,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*86,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*88,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*89,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*90,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*91,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-4BCH*92,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*93,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*94,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-4BCH*95,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-4BCH*96,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*97,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*98,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-4BCH*99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-6O23*01,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-6RTA*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV2-6RTA*02,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-6RTA*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-6RTA*04,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-6RTA*05,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-6RTA*06,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-6RTA*07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-6RTA*08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-6RTA*09,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV2-6RTA*10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-6RTA*11,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV2-7UAK*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV2-7UAK*02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-7UAK*03,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV2-7UAK*04,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV2-7UAK*05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV2-FKTH*01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV2-ZWSX*01,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-2ZME*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-2ZME*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-2ZME*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-2ZME*06,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-2ZME*07,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-2ZME*08,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV3-2ZME*09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-2ZME*10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-2ZME*11,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-2ZME*12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3H2D*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3H2D*02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3H2D*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3H2D*04,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3H2D*05,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-3H2D*06,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-3H2D*07,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3H2D*08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-3H2D*09,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3H2D*10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3KMZ*01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-3KMZ*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3KMZ*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3KMZ*04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-3KMZ*05,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3KMZ*06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3KMZ*07,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV3-3KMZ*08,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3KMZ*09,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3KMZ*10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-3OOB*01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-3OOB*02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3OOB*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3OOB*04,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3OOB*05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-3OOB*06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3OOB*07,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV3-3OOB*08,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3OOB*09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3OOB*10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-3VYP*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3VYP*02,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-3VYP*03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-3VYP*04,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3VYP*05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
IGH,IGHV,IGHV3-3VYP*06,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-3VYP*07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-3VYP*08,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-3VYP*09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-3VYP*10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3VYP*11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-3VYP*12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-3VYP*13,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-4JW6*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-4JW6*04,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*05,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*06,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*07,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*08,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-4JW6*14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*15,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV3-4JW6*17,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*21,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*22,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*26,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*28,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-4JW6*29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*31,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*32,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*33,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*34,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-4JW6*35,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-4JW6*37,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*40,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-4JW6*41,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4JW6*42,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4TLZ*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
IGH,IGHV,IGHV3-4TLZ*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-4TLZ*04,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-4TLZ*05,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-4TLZ*06,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-4TLZ*07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-6CWJ*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-6CWJ*02,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-6CWJ*03,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-6CWJ*04,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-6CWJ*05,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-6CWJ*06,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-6CWJ*07,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-6CWJ*08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-6CWJ*09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-7KNP*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-7KNP*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-7KNP*03,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-7KNP*04,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-7KNP*05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-7KNP*07,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-A46S*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-A46S*02,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-A46S*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-A46S*04,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-A46S*05,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-A46S*06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-A46S*07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-A46S*08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-A46S*09,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-A46S*10,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-BGBQ*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-BGBQ*02,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
IGH,IGHV,IGHV3-BGBQ*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-BGBQ*04,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-BXSZ*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-BXSZ*02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-BXSZ*03,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV3-BXSZ*04,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-BXSZ*05,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-BXSZ*06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-BXSZ*07,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-BXSZ*08,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-BXSZ*09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-BXSZ*10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-BXSZ*11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-BXSZ*12,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-CVJX*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-CVJX*02,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*04,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*05,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*06,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-CVJX*07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*09,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-CVJX*10,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV3-CVJX*11,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-CVJX*14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*17,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*18,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-CVJX*19,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
IGH,IGHV,IGHV3-CVJX*20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-CVJX*21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
