chain,gene_type,allele,novel,AFR,AMR,EAS,EUR,MIXED,SAS
IGH,IGHV,IGHV3-CVJX*22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-CVJX*25,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*26,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*27,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-CVJX*28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*29,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*30,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*34,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-CVJX*35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*36,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*37,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-CVJX*38,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-DDM3*01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-DDM3*02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-DDM3*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-DDM3*04,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-DDM3*05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-DDM3*06,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-DDM3*07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-E24Y*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-E24Y*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-E24Y*04,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-FW4V*02,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-FW4V*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-FW4V*04,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-GNJS*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-GNJS*02,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-GNJS*03,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-GNJS*04,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-GNJS*05,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-GNJS*06,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV3-GNJS*07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-GNJS*08,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
IGH,IGHV,IGHV3-M7QC*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-M7QC*02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-M7QC*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-M7QC*04,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-M7QC*05,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-M7QC*06,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-M7QC*07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-N73X*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-N73X*02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-N73X*03,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-N73X*04,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-N73X*05,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-N73X*06,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-N73X*07,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-N73X*08,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-N73X*09,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-XXAB*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-XXAB*02,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV3-XXAB*03,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
IGH,IGHV,IGHV3-XXAB*04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-XXAB*05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-XXAB*06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-XXAB*07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-Z7O7*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV3-Z7O7*02,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV3-Z7O7*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-Z7O7*04,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV3-Z7O7*05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV3-Z7O7*06,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-25M6*03,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*04,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-25M6*05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*06,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*07,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-25M6*08,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-25M6*09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*19,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-25M6*20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*21,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*22,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-25M6*23,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*24,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV4-25M6*25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*26,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-25M6*29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-2COR*01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-2COR*02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-2COR*03,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-2COR*04,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-2COR*05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-2COR*06,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-2COR*07,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-2COR*08,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-2COR*09,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
IGH,IGHV,IGHV4-2COR*10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-2COR*11,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV4-2COR*12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-2COR*13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-2COR*14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-2COR*15,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-2COR*16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV4-2COR*17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-4LVZ*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-4LVZ*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-4LVZ*03,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-4LVZ*04,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-4LVZ*05,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-4LVZ*06,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-4LVZ*07,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-4LVZ*08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-4LVZ*09,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-4LVZ*10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-4LVZ*11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-4LVZ*12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-4LVZ*13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-4LVZ*14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-4LVZ*15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-4LVZ*17,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-5ZJ6*01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-5ZJ6*03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-5ZJ6*04,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-5ZJ6*05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*06,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-5ZJ6*07,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
IGH,IGHV,IGHV4-5ZJ6*08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*11,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
IGH,IGHV,IGHV4-5ZJ6*12,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*17,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-5ZJ6*18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-5ZJ6*19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-5ZJ6*20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-5ZJ6*21,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-A7KV*01,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-A7KV*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-A7KV*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-A7KV*04,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-A7KV*05,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-A7KV*06,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-HHP5*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-HHP5*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-HHP5*04,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-HHP5*05,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-HHP5*06,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-HHP5*07,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-HHP5*08,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-HHP5*09,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
IGH,IGHV,IGHV4-HHP5*10,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-QA67*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-QA67*02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-QA67*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-QA67*04,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-QA67*05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-QA67*06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-QA67*07,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-QA67*08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-QA67*09,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV4-QA67*10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-UWUM*01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-UWUM*02,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-UWUM*04,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV4-UWUM*05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-UWUM*06,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-UWUM*07,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-UWUM*08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV4-UWUM*09,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-UWUM*10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-UWUM*11,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV4-UWUM*12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV4-UWUM*13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV5-36ED*01,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV5-36ED*02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV5-36ED*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV5-36ED*04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV5-36ED*05,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV5-36ED*06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV5-36ED*07,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV5-ANAE*01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV5-ANAE*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV6-6D6C*02,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV7-2GXW*03,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV7-2GXW*04,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV7-2GXW*05,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV7-5PLP*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV7-5PLP*02,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV7-5PLP*03,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV7-5PLP*04,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV7-5PLP*05,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV7-5PLP*06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV7-5PLP*07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV7-5PLP*08,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
IGH,IGHV,IGHV7-5PLP*09,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV7-5PLP*10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV7-5PLP*11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV8-D4TJ*01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV8-D4TJ*02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV8-D4TJ*03,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
IGH,IGHV,IGHV8-D4TJ*04,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGH,IGHV,IGHV8-D4TJ*05,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IGH,IGHV,IGHV8-D4TJ*06,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
IGH,IGHV,IGHV8-D4TJ*07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGH,IGHV,IGHV8-D4TJ*08,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
IGH,IGHV,IGHV8-D4TJ*09,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGK,IGKJ,IGKJ1-CNBG*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGK,IGKJ,IGKJ2-366P*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGK,IGKJ,IGKJ2-366P*02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGK,IGKJ,IGKJ2-366P*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGK,IGKJ,IGKJ2-366P*04,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGK,IGKJ,IGKJ2-366P*05,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGK,IGKJ,IGKJ2-366P*06,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
IGK,IGKJ,IGKJ2-366P*07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGK,IGKJ,IGKJ2-366P*08,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGK,IGKJ,IGKJ2-366P*09,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
IGK,IGKJ,IGKJ3-RD32*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGK,IGKJ,IGKJ3-RD32*02,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
IGK,IGKJ,IGKJ3-RD32*03,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
IGK,IGKJ,IGKJ3-RD32*04,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IGK,IGKJ,IGKJ4-VQ2B*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGK,IGKJ,IGKJ4-VQ2B*02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGK,IGKJ,IGKJ4-VQ2B*03,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
IGK,IGKJ,IGKJ4-VQ2B*04,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGK,IGKJ,IGKJ4-VQ2B*05,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGK,IGKJ,IGKJ5-JJJS*01,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGK,IGKV,IGKV1-2UAW*02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
IGK,IGKV,IGKV1-2UAW*03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGK,IGKV,IGKV1-2UAW*04,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IGK,IGKV,IGKV1-2UAW*05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGK,IGKV,IGKV1-2UAW*06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
IGK,IGKV,IGKV1-2UAW*07,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGK,IGKV,IGKV1-2UAW*08,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGK,IGKV,IGKV1-2UAW*09,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
