allele,gene_type,Baseline,DS3,DS1,DS2
IGLV3-UJ3V*33,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV3-UJ3V*34,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV3-UJ3V*35,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV3-UJ3V*36,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV3-UJ3V*37,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV3-UJ3V*38,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV3-UJ3V*39,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV3-UJ3V*40,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV3-UJ3V*41,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV3-UJ3V*42,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV3-UJ3V*43,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV3-UJ3V*44,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV4-ABT7*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV4-ABT7*02,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV4-ABT7*03,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV4-ABT7*04,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV4-ABT7*05,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV4-ABT7*06,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV4-ABT7*07,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV4-ABT7*08,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV4-ABT7*09,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV4-ABT7*10,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV4-ABT7*11,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV4-ABT7*12,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV4-ABT7*13,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV4-UDEI*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV4-UDEI*02,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV4-UDEI*03,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV4-VEQC*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV4-VEQC*02,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV4-VEQC*03,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV4-VEQC*04,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV4-VEQC*05,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV4-VEQC*06,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV5-7AGX*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-7AGX*02,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-7AGX*03,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV5-7AGX*04,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV5-7AGX*05,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV5-7AGX*06,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV5-7AGX*07,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-7AGX*08,IGLV,FALSE,TRUE,TRUE,FALSE
IGLV5-7AGX*09,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV5-7AGX*10,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-7AGX*11,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV5-7AGX*12,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV5-7AGX*13,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV5-7AGX*14,IGLV,FALSE,TRUE,TRUE,FALSE
IGLV5-BICQ*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-BICQ*02,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-BICQ*03,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV5-BICQ*04,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV5-BICQ*05,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-BICQ*06,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV5-BICQ*07,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV5-BICQ*08,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV5-EUCI*01,IGLV,TRUE,FALSE,FALSE,FALSE
IGLV5-M6FZ*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-M6FZ*02,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV5-M6FZ*03,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV5-M6FZ*04,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV5-MQIJ*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-MQIJ*02,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV5-OIYG*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV5-OIYG*02,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV5-OIYG*03,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV5-OIYG*04,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV5-OIYG*05,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV5-OIYG*06,IGLV,FALSE,TRUE,TRUE,FALSE
IGLV6-26WE*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV6-26WE*02,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV6-26WE*03,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV6-26WE*04,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV6-26WE*05,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV6-26WE*06,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV6-26WE*07,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV7-4QTE*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV7-4QTE*02,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV7-4QTE*03,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV7-4QTE*04,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV7-4QTE*05,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV7-4QTE*06,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV7-4QTE*07,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV7-4QTE*08,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV7-4QTE*09,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV7-B5AO*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV7-B5AO*02,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV7-B5AO*03,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV7-B5AO*04,IGLV,FALSE,FALSE,FALSE,TRUE
IGLV7-B5AO*05,IGLV,FALSE,TRUE,FALSE,TRUE
IGLV7-B5AO*06,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV7-TYUS*01,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV8-CZKU*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV8-CZKU*02,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV8-CZKU*03,IGLV,FALSE,TRUE,TRUE,TRUE
IGLV8-TQ2W*01,IGLV,FALSE,FALSE,FALSE,FALSE
IGLV9-6G6A*01,IGLV,TRUE,TRUE,TRUE,TRUE
IGLV9-6G6A*02,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV9-6G6A*03,IGLV,FALSE,TRUE,TRUE,FALSE
IGLV9-6G6A*04,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV9-6G6A*05,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV9-6G6A*06,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV9-6G6A*07,IGLV,FALSE,TRUE,FALSE,FALSE
IGLV9-6G6A*08,IGLV,FALSE,FALSE,TRUE,FALSE
IGLV9-6G6A*09,IGLV,FALSE,TRUE,TRUE,FALSE
