allele,gene_type,Baseline,DS3,DS1,DS2
IGHV3-3KMZ*10,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3OOB*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3OOB*02,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-3OOB*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3OOB*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-3OOB*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3OOB*06,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-3OOB*07,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-3OOB*08,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3OOB*09,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-3OOB*10,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3VYP*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3VYP*02,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-3VYP*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3VYP*04,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-3VYP*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-3VYP*06,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-3VYP*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3VYP*08,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-3VYP*09,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3VYP*10,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3VYP*11,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3VYP*12,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3VYP*13,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-4JW6*05,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-4JW6*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*08,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-4JW6*09,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*10,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-4JW6*11,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*12,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-4JW6*13,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*14,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-4JW6*15,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*16,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-4JW6*17,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-4JW6*18,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-4JW6*19,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-4JW6*20,IGHV,FALSE,TRUE,FALSE,TRUE
IGHV3-4JW6*21,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*22,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*23,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*24,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-4JW6*25,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*26,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-4JW6*27,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-4JW6*28,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*29,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-4JW6*30,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*31,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-4JW6*32,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-4JW6*33,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*34,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*35,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*36,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*37,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*38,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-4JW6*39,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-4JW6*40,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-4JW6*41,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-4JW6*42,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-4TLZ*01,IGHV,TRUE,TRUE,FALSE,FALSE
IGHV3-4TLZ*02,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-4TLZ*03,IGHV,TRUE,TRUE,FALSE,FALSE
IGHV3-4TLZ*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-4TLZ*05,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-4TLZ*06,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-4TLZ*07,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-4TLZ*08,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-6CWJ*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-6CWJ*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-6CWJ*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-6CWJ*04,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-6CWJ*05,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-6CWJ*06,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-6CWJ*07,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-6CWJ*08,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-6CWJ*09,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-7KNP*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-7KNP*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-7KNP*03,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-7KNP*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-7KNP*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-7KNP*06,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-7KNP*07,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-7LT5*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-A46S*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-A46S*02,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-A46S*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-A46S*04,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-A46S*05,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-A46S*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-A46S*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-A46S*08,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-A46S*09,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-A46S*10,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-BGBQ*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-BGBQ*02,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-BGBQ*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-BGBQ*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-BXSZ*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-BXSZ*02,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-BXSZ*03,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-BXSZ*04,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV3-BXSZ*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-BXSZ*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-BXSZ*07,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-BXSZ*08,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-BXSZ*09,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-BXSZ*10,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-BXSZ*11,IGHV,TRUE,TRUE,TRUE,FALSE
IGHV3-BXSZ*12,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-CVJX*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-CVJX*02,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-CVJX*03,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-CVJX*04,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV3-CVJX*05,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-CVJX*06,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-CVJX*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*08,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV3-CVJX*09,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-CVJX*10,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-CVJX*11,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV3-CVJX*12,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV3-CVJX*13,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-CVJX*14,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*15,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-CVJX*16,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-CVJX*17,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*18,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-CVJX*19,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-CVJX*20,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*21,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-CVJX*22,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-CVJX*23,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*24,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*25,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*26,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*27,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-CVJX*28,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*29,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*30,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV3-CVJX*31,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV3-CVJX*32,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-CVJX*33,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-CVJX*34,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-CVJX*35,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-CVJX*36,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-CVJX*37,IGHV,FALSE,TRUE,FALSE,TRUE
IGHV3-CVJX*38,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-DDM3*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-DDM3*02,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-DDM3*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-DDM3*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-DDM3*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-DDM3*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-DDM3*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-E24Y*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-E24Y*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-E24Y*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-E24Y*04,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV3-FW4V*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-FW4V*02,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-FW4V*03,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-FW4V*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-GNJS*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-GNJS*02,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-GNJS*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-GNJS*04,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV3-GNJS*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-GNJS*06,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-GNJS*07,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV3-GNJS*08,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-I3VN*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-I3VN*02,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-M7QC*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-M7QC*02,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-M7QC*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-M7QC*04,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-M7QC*05,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-M7QC*06,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-M7QC*07,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-N73X*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-N73X*02,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-N73X*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-N73X*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-N73X*05,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-N73X*06,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-N73X*07,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-N73X*08,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-N73X*09,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-XXAB*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-XXAB*02,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-XXAB*03,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-XXAB*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-XXAB*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-XXAB*06,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV3-XXAB*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-Y2SV*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-Z7O7*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-Z7O7*02,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-Z7O7*03,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-Z7O7*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-Z7O7*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-Z7O7*06,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-25M6*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV4-25M6*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-25M6*03,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV4-25M6*04,IGHV,TRUE,TRUE,TRUE,FALSE
IGHV4-25M6*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-25M6*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-25M6*07,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-25M6*08,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-25M6*09,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-25M6*10,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-25M6*11,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV4-25M6*12,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-25M6*13,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-25M6*14,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-25M6*15,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-25M6*16,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV4-25M6*17,IGHV,TRUE,TRUE,TRUE,FALSE
IGHV4-25M6*18,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-25M6*19,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-25M6*20,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-25M6*21,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-25M6*22,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-25M6*23,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV4-25M6*24,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-25M6*25,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-25M6*26,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-25M6*27,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV4-25M6*28,IGHV,TRUE,FALSE,TRUE,FALSE
IGHV4-25M6*29,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-2COR*01,IGHV,TRUE,TRUE,TRUE,FALSE
IGHV4-2COR*02,IGHV,TRUE,FALSE,TRUE,TRUE
IGHV4-2COR*03,IGHV,TRUE,TRUE,TRUE,FALSE
IGHV4-2COR*04,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-2COR*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-2COR*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-2COR*07,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-2COR*08,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-2COR*09,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-2COR*10,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-2COR*11,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV4-2COR*12,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-2COR*13,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-2COR*14,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-2COR*15,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-2COR*16,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV4-2COR*17,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-4LVZ*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-4LVZ*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-4LVZ*03,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-4LVZ*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV4-4LVZ*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-4LVZ*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-4LVZ*07,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV4-4LVZ*08,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-4LVZ*09,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-4LVZ*10,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-4LVZ*11,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-4LVZ*12,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-4LVZ*13,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-4LVZ*14,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-4LVZ*15,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-4LVZ*16,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV4-4LVZ*17,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-5ZJ6*01,IGHV,TRUE,TRUE,TRUE,FALSE
IGHV4-5ZJ6*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-5ZJ6*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-5ZJ6*04,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-5ZJ6*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-5ZJ6*06,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-5ZJ6*07,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-5ZJ6*08,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV4-5ZJ6*09,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-5ZJ6*10,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-5ZJ6*11,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-5ZJ6*12,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-5ZJ6*13,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-5ZJ6*14,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-5ZJ6*15,IGHV,TRUE,FALSE,TRUE,FALSE
IGHV4-5ZJ6*16,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-5ZJ6*17,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-5ZJ6*18,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-5ZJ6*19,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-5ZJ6*20,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-5ZJ6*21,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-A7KV*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-A7KV*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-A7KV*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-A7KV*04,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV4-A7KV*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-A7KV*06,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-HHP5*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV4-HHP5*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-HHP5*03,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-HHP5*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-HHP5*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-HHP5*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-HHP5*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-HHP5*08,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-HHP5*09,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-HHP5*10,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-QA67*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-QA67*02,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV4-QA67*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-QA67*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV4-QA67*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-QA67*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-QA67*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-QA67*08,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-QA67*09,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-QA67*10,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-UWUM*01,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-UWUM*02,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV4-UWUM*03,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV4-UWUM*04,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV4-UWUM*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV4-UWUM*06,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV4-UWUM*07,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV4-UWUM*08,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-UWUM*09,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-UWUM*10,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-UWUM*11,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV4-UWUM*12,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV4-UWUM*13,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV4-UWUM*14,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV5-36ED*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV5-36ED*02,IGHV,TRUE,FALSE,TRUE,FALSE
IGHV5-36ED*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV5-36ED*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV5-36ED*05,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV5-36ED*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV5-36ED*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV5-ANAE*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV5-ANAE*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV6-6D6C*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV6-6D6C*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV7-2GXW*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV7-2GXW*02,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV7-2GXW*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV7-2GXW*04,IGHV,FALSE,TRUE,FALSE,TRUE
IGHV7-2GXW*05,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV7-5PLP*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV7-5PLP*02,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV7-5PLP*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV7-5PLP*04,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV7-5PLP*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV7-5PLP*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV7-5PLP*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV7-5PLP*08,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV7-5PLP*09,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV7-5PLP*10,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV7-5PLP*11,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV8-D4TJ*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV8-D4TJ*02,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV8-D4TJ*03,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV8-D4TJ*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV8-D4TJ*05,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV8-D4TJ*06,IGHV,FALSE,TRUE,TRUE,FALSE
