locus,ancestry_population,Sample1,Sample2,jaccard_distance,overlap_coefficient
IGK,AFR,HG03270,HG03574,0.685185185185185,0.708333333333333
IGK,AFR,NA19036,HG03574,0.578947368421053,0.705882352941177
IGK,AFR,NA19391,HG03574,0.745454545454546,0.636363636363636
IGK,AFR,NA19443,HG03574,0.661290322580645,0.583333333333333
IGK,AFR,HG02145,HG03574,0.351851851851852,0.833333333333333
IGK,AFR,HG03540,HG03574,0.444444444444444,0.810810810810811
IGK,AFR,HG03098,HG03574,0.69811320754717,0.727272727272727
IGK,AFR,HG01891,HG03574,0.94,0.5
IGK,AFR,HG01887,HG03574,0.416666666666667,0.74468085106383
IGK,AFR,HG01888,HG03574,0.507462686567164,0.702127659574468
IGK,AFR,HG01958,HG03574,0.405797101449275,0.872340425531915
IGK,AFR,HG02011,HG03574,0.514705882352941,0.702127659574468
IGK,AFR,HG02107,HG03574,0.379310344827586,0.765957446808511
IGK,AFR,HG02280,HG03574,0.454545454545455,0.765957446808511
IGK,AFR,HG02284,HG03574,0.393939393939394,0.851063829787234
IGK,AFR,HG02316,HG03574,0.380952380952381,0.829787234042553
IGK,AFR,HG02433,HG03574,0.409836065573771,0.765957446808511
IGK,AFR,HG02442,HG03574,0.388059701492537,0.872340425531915
IGK,AFR,HG02546,HG03574,0.528571428571429,0.702127659574468
IGK,AFR,HG02625,HG03574,0.453125,0.74468085106383
IGK,AFR,HG02636,HG03574,0.353846153846154,0.893617021276596
IGK,AFR,HG02644,HG03574,0.421875,0.787234042553192
IGK,AFR,HG02677,HG03574,0.381818181818182,0.80952380952381
IGK,AFR,HG02704,HG03574,0.484848484848485,0.723404255319149
IGK,AFR,HG02764,HG03574,0.266666666666667,0.936170212765957
IGK,AFR,HG02800,HG03574,0.262295081967213,0.957446808510638
IGK,AFR,HG02806,HG03574,0.419354838709677,0.765957446808511
IGK,AFR,HG02815,HG03574,0.430769230769231,0.787234042553192
IGK,AFR,HG02817,HG03574,0.366666666666667,0.808510638297872
IGK,AFR,HG02856,HG03574,0.39622641509434,0.842105263157895
IGK,AFR,HG02862,HG03574,0.380952380952381,0.829787234042553
IGK,AFR,HG02871,HG03574,0.432835820895522,0.808510638297872
IGK,AFR,HG02880,HG03574,0.45,0.717391304347826
IGK,AFR,HG02889,HG03574,0.339622641509434,0.853658536585366
IGK,AFR,HG02892,HG03574,0.368421052631579,0.782608695652174
IGK,AFR,HG02924,HG03574,0.396825396825397,0.808510638297872
IGK,AFR,HG02948,HG03574,0.396551724137931,0.760869565217391
IGK,AFR,HG02975,HG03574,0.385964912280702,0.777777777777778
IGK,AFR,HG02978,HG03574,0.5,0.673913043478261
IGK,AFR,HG03029,HG03574,0.493150684931507,0.787234042553192
IGK,AFR,HG03035,HG03574,0.546875,0.630434782608696
IGK,AFR,HG03041,HG03574,0.522388059701493,0.680851063829787
IGK,AFR,HG03109,HG03574,0.37037037037037,0.829268292682927
IGK,AFR,HG03116,HG03574,0.567164179104478,0.617021276595745
IGK,AFR,HG03125,HG03574,0.377049180327869,0.808510638297872
IGK,AFR,HG03128,HG03574,0.4,0.765957446808511
IGK,AFR,HG03161,HG03574,0.5,0.680851063829787
IGK,AFR,HG03196,HG03574,0.434782608695652,0.829787234042553
IGK,AFR,HG03248,HG03574,0.413793103448276,0.755555555555556
IGK,AFR,HG03260,HG03574,0.288135593220339,0.893617021276596
IGK,AFR,HG03301,HG03574,0.295081967213115,0.914893617021277
IGK,AFR,HG03307,HG03574,0.378787878787879,0.872340425531915
IGK,AFR,HG03373,HG03574,0.426229508196721,0.74468085106383
IGK,AFR,HG03374,HG03574,0.514705882352941,0.702127659574468
IGK,AFR,HG03376,HG03574,0.462686567164179,0.765957446808511
IGK,AFR,HG03438,HG03574,0.470588235294118,0.765957446808511
IGK,AFR,HG03456,HG03574,0.6,0.590909090909091
IGK,AFR,HG03480,HG03574,0.434782608695652,0.829787234042553
IGK,AFR,HG03522,HG03574,0.5,0.725
IGK,AFR,HG03565,HG03574,0.327868852459016,0.872340425531915
IGK,AFR,P28_I104_S1,HG03583,0.467741935483871,0.702127659574468
IGK,AFR,P28_I110_S1,HG03583,0.552631578947368,0.708333333333333
IGK,AFR,P28_I111_S1,HG03583,0.216666666666667,0.979166666666667
IGK,AFR,P28_I114_S1,HG03583,0.122448979591837,0.977272727272727
IGK,AFR,P28_I11_S1,HG03583,0.296875,0.9375
IGK,AFR,P28_I121_S1,HG03583,0.307692307692308,0.9375
IGK,AFR,P28_I133_S1,HG03583,0.266666666666667,0.916666666666667
IGK,AFR,P28_I151_S1,HG03583,0.318181818181818,0.9375
IGK,AFR,P28_I154_S1,HG03583,0.296875,0.9375
IGK,AFR,P28_I159_S1,HG03583,0.454545454545455,0.75
IGK,AFR,P28_I169_S1,HG03583,0.258620689655172,0.895833333333333
IGK,AFR,P28_I16_S1,HG03583,0.378787878787879,0.854166666666667
IGK,AFR,P28_I170_S1,HG03583,0.393939393939394,0.833333333333333
IGK,AFR,P28_I173_S1,HG03583,0.296875,0.9375
IGK,AFR,P28_I18_S1,HG03583,0.272727272727273,0.851063829787234
IGK,AFR,P28_I21_S1,HG03583,0.26984126984127,0.958333333333333
IGK,AFR,P28_I25_S1,HG03583,0.385714285714286,0.895833333333333
IGK,AFR,P28_I27_S1,HG03583,0.224137931034483,0.9375
IGK,AFR,P28_I31_S1,HG03583,0.14,0.955555555555556
IGK,AFR,P28_I32_S1,HG03583,0.47887323943662,0.770833333333333
IGK,AFR,P28_I36_S1,HG03583,0.424657534246575,0.875
IGK,AFR,P28_I41_S1,HG03583,0.513888888888889,0.729166666666667
IGK,AFR,P28_I47_S1,HG03583,0.547945205479452,0.6875
IGK,AFR,P28_I50_S1,HG03583,0.428571428571429,0.833333333333333
IGK,AFR,P28_I53_S1,HG03583,0.271186440677966,0.895833333333333
IGK,AFR,P28_I54_S1,HG03583,0.450704225352113,0.8125
IGK,AFR,P28_I55_S1,HG03583,0.432835820895522,0.791666666666667
IGK,AFR,P28_I60_S1,HG03583,0.375,0.833333333333333
IGK,AFR,P28_I61_S1,HG03583,0.430769230769231,0.770833333333333
IGK,AFR,P28_I64_S1,HG03583,0.206896551724138,0.958333333333333
IGK,AFR,P28_I81_S1,HG03583,0.290322580645161,0.916666666666667
IGK,AFR,P28_I84_S1,HG03583,0.296875,0.9375
IGK,AFR,P28_I88_S1,HG03583,0.245614035087719,0.895833333333333
IGK,AFR,P28_I89_S1,HG03583,0.137254901960784,0.936170212765957
IGK,AFR,P28_I99_S1,HG03583,0.278688524590164,0.916666666666667
IGK,AFR,HG02257,HG03583,0.535714285714286,0.764705882352941
IGK,AFR,HG02451,HG03583,0.535714285714286,0.764705882352941
IGK,AFR,HG02583,HG03583,0.412698412698413,0.770833333333333
IGK,AFR,HG02615,HG03583,0.450980392156863,0.903225806451613
IGK,AFR,HG02622,HG03583,0.584905660377359,0.814814814814815
IGK,AFR,HG02647,HG03583,0.406779661016949,0.760869565217391
IGK,AFR,HG02717,HG03583,0.245614035087719,0.895833333333333
IGK,AFR,HG02723,HG03583,0.451612903225807,0.708333333333333
IGK,AFR,HG02809,HG03583,0.183673469387755,0.975609756097561
IGK,AFR,HG02886,HG03583,0.433333333333333,0.739130434782609
IGK,AFR,HG02965,HG03583,0.533333333333333,0.7
IGK,AFR,HG03130,HG03583,0.444444444444444,0.729166666666667
IGK,AFR,HG03195,HG03583,0.451612903225807,0.708333333333333
IGK,AFR,HG03209,HG03583,0.28,0.947368421052632
IGK,AFR,HG03369,HG03583,0.467741935483871,0.702127659574468
IGK,AFR,HG03453,HG03583,0.1875,1
IGK,AFR,HG03470,HG03583,0.338983050847458,0.8125
IGK,AFR,HG03471,HG03583,0.454545454545455,0.75
IGK,AFR,HG03521,HG03583,0.45,0.733333333333333
IGK,AFR,HG06807,HG03583,0.474576271186441,0.738095238095238
IGK,AFR,NA19338,HG03583,0.484375,0.6875
IGK,AFR,NA19700,HG03583,0.462686567164179,0.75
IGK,AFR,NA19909,HG03583,0.418181818181818,0.82051282051282
IGK,AFR,NA20129,HG03583,0.444444444444444,0.729166666666667
IGK,AFR,NA20346,HG03583,0.254237288135593,0.916666666666667
IGK,AFR,HG02630,HG03583,0.26530612244898,0.972972972972973
IGK,AFR,HG02976,HG03583,0.444444444444444,0.729166666666667
IGK,AFR,HG02841,HG03583,0.125,1
IGK,AFR,HG03225,HG03583,0.428571428571429,0.96551724137931
IGK,AFR,HG03516,HG03583,0.267857142857143,0.854166666666667
IGK,AFR,HG03579,HG03583,0.631578947368421,0.7
IGK,AFR,NA18508,HG03583,0.532258064516129,0.674418604651163
IGK,AFR,NA19159,HG03583,0.698412698412698,0.558823529411765
IGK,AFR,NA19468,HG03583,0.6,0.583333333333333
IGK,AFR,HG03050,HG03583,0.593220338983051,0.685714285714286
IGK,AFR,HG02572,HG03583,0.439393939393939,0.770833333333333
IGK,AFR,NA19185,HG03583,0.388888888888889,0.846153846153846
IGK,AFR,HG02922,HG03583,0.571428571428571,0.75
IGK,AFR,HG01884,HG03583,0.62962962962963,0.769230769230769
IGK,AFR,HG02055,HG03583,0.641509433962264,0.791666666666667
IGK,AFR,HG02668,HG03583,0.736842105263158,0.625
IGK,AFR,HG03139,HG03583,0.75,0.555555555555556
IGK,AFR,HG03270,HG03583,0.758620689655172,0.583333333333333
IGK,AFR,NA19036,HG03583,0.56140350877193,0.735294117647059
IGK,AFR,NA19391,HG03583,0.703703703703704,0.727272727272727
IGK,AFR,NA19443,HG03583,0.666666666666667,0.583333333333333
IGK,AFR,HG02145,HG03583,0.235294117647059,0.928571428571429
IGK,AFR,HG03540,HG03583,0.3,0.945945945945946
IGK,AFR,HG03098,HG03583,0.703703703703704,0.727272727272727
IGK,AFR,HG01891,HG03583,0.941176470588235,0.5
IGK,AFR,HG01887,HG03583,0.4,0.75
IGK,AFR,HG01888,HG03583,0.446153846153846,0.75
IGK,AFR,HG01958,HG03583,0.367647058823529,0.895833333333333
IGK,AFR,HG02011,HG03583,0.477611940298508,0.729166666666667
IGK,AFR,HG02107,HG03583,0.416666666666667,0.74468085106383
IGK,AFR,HG02280,HG03583,0.338709677419355,0.854166666666667
IGK,AFR,HG02284,HG03583,0.353846153846154,0.875
IGK,AFR,HG02316,HG03583,0.254237288135593,0.916666666666667
IGK,AFR,HG02433,HG03583,0.218181818181818,0.895833333333333
IGK,AFR,HG02442,HG03583,0.348484848484849,0.895833333333333
IGK,AFR,HG02546,HG03583,0.349206349206349,0.854166666666667
IGK,AFR,HG02625,HG03583,0.461538461538462,0.729166666666667
IGK,AFR,HG02636,HG03583,0.434782608695652,0.8125
IGK,AFR,HG02644,HG03583,0.454545454545455,0.75
IGK,AFR,HG02677,HG03583,0.235294117647059,0.928571428571429
IGK,AFR,HG02704,HG03583,0.344262295081967,0.833333333333333
IGK,AFR,HG02764,HG03583,0.25,0.9375
IGK,AFR,HG02800,HG03583,0.245901639344262,0.958333333333333
IGK,AFR,HG02806,HG03583,0.403225806451613,0.770833333333333
IGK,AFR,HG02815,HG03583,0.283333333333333,0.895833333333333
IGK,AFR,HG02817,HG03583,0.522388059701493,0.666666666666667
IGK,AFR,HG02856,HG03583,0.28,0.947368421052632
IGK,AFR,HG02862,HG03583,0.462686567164179,0.75
IGK,AFR,HG02871,HG03583,0.441176470588235,0.791666666666667
IGK,AFR,HG02880,HG03583,0.259259259259259,0.869565217391304
IGK,AFR,HG02889,HG03583,0.22,0.951219512195122
IGK,AFR,HG02892,HG03583,0.459016393442623,0.717391304347826
IGK,AFR,HG02924,HG03583,0.271186440677966,0.895833333333333
IGK,AFR,HG02948,HG03583,0.192307692307692,0.91304347826087
IGK,AFR,HG02975,HG03583,0.0625,1
IGK,AFR,HG02978,HG03583,0.483870967741936,0.695652173913044
IGK,AFR,HG03029,HG03583,0.436619718309859,0.833333333333333
IGK,AFR,HG03035,HG03583,0.507936507936508,0.673913043478261
IGK,AFR,HG03041,HG03583,0.507462686567164,0.6875
IGK,AFR,HG03109,HG03583,0.183673469387755,0.975609756097561
IGK,AFR,HG03116,HG03583,0.552238805970149,0.625
IGK,AFR,HG03125,HG03583,0.275862068965517,0.875
IGK,AFR,HG03128,HG03583,0.383333333333333,0.770833333333333
IGK,AFR,HG03161,HG03583,0.484375,0.6875
IGK,AFR,HG03196,HG03583,0.323076923076923,0.916666666666667
IGK,AFR,HG03248,HG03583,0.339285714285714,0.822222222222222
IGK,AFR,HG03260,HG03583,0.271186440677966,0.895833333333333
IGK,AFR,HG03301,HG03583,0.359375,0.854166666666667
IGK,AFR,HG03307,HG03583,0.285714285714286,0.9375
IGK,AFR,HG03373,HG03583,0.267857142857143,0.854166666666667
IGK,AFR,HG03374,HG03583,0.477611940298508,0.729166666666667
IGK,AFR,HG03376,HG03583,0.349206349206349,0.854166666666667
IGK,AFR,HG03438,HG03583,0.384615384615385,0.833333333333333
IGK,AFR,HG03456,HG03583,0.626865671641791,0.568181818181818
IGK,AFR,HG03480,HG03583,0.296875,0.9375
IGK,AFR,HG03522,HG03583,0.508474576271186,0.725
IGK,AFR,HG03565,HG03583,0.283333333333333,0.895833333333333
IGK,AFR,HG03574,HG03583,0.362068965517241,0.787234042553192
IGK,AFR,P28_I104_S1,NA18497,0.596774193548387,0.625
IGK,AFR,P28_I110_S1,NA18497,0.602739726027397,0.725
IGK,AFR,P28_I111_S1,NA18497,0.403225806451613,0.925
IGK,AFR,P28_I114_S1,NA18497,0.285714285714286,0.875
IGK,AFR,P28_I11_S1,NA18497,0.46969696969697,0.875
IGK,AFR,P28_I121_S1,NA18497,0.454545454545455,0.9
IGK,AFR,P28_I133_S1,NA18497,0.4,0.9
IGK,AFR,P28_I151_S1,NA18497,0.462686567164179,0.9
IGK,AFR,P28_I154_S1,NA18497,0.46969696969697,0.875
IGK,AFR,P28_I159_S1,NA18497,0.575757575757576,0.7
IGK,AFR,P28_I169_S1,NA18497,0.368421052631579,0.9
IGK,AFR,P28_I16_S1,NA18497,0.5,0.825
IGK,AFR,P28_I170_S1,NA18497,0.444444444444444,0.875
IGK,AFR,P28_I173_S1,NA18497,0.396825396825397,0.95
IGK,AFR,P28_I18_S1,NA18497,0.358490566037736,0.85
IGK,AFR,P28_I21_S1,NA18497,0.46969696969697,0.875
IGK,AFR,P28_I25_S1,NA18497,0.478260869565217,0.9
IGK,AFR,P28_I27_S1,NA18497,0.362068965517241,0.925
IGK,AFR,P28_I31_S1,NA18497,0.3,0.875
IGK,AFR,P28_I32_S1,NA18497,0.591549295774648,0.725
IGK,AFR,P28_I36_S1,NA18497,0.534246575342466,0.85
IGK,AFR,P28_I41_S1,NA18497,0.625,0.675
IGK,AFR,P28_I47_S1,NA18497,0.657534246575342,0.625
IGK,AFR,P28_I50_S1,NA18497,0.521739130434783,0.825
IGK,AFR,P28_I53_S1,NA18497,0.406779661016949,0.875
IGK,AFR,P28_I54_S1,NA18497,0.563380281690141,0.775
IGK,AFR,P28_I55_S1,NA18497,0.552238805970149,0.75
IGK,AFR,P28_I60_S1,NA18497,0.523076923076923,0.775
IGK,AFR,P28_I61_S1,NA18497,0.575757575757576,0.7
IGK,AFR,P28_I64_S1,NA18497,0.315789473684211,0.975
IGK,AFR,P28_I81_S1,NA18497,0.419354838709677,0.9
IGK,AFR,P28_I84_S1,NA18497,0.446153846153846,0.9
IGK,AFR,P28_I88_S1,NA18497,0.357142857142857,0.9
IGK,AFR,P28_I89_S1,NA18497,0.294117647058823,0.9
IGK,AFR,P28_I99_S1,NA18497,0.435483870967742,0.875
IGK,AFR,HG02257,NA18497,0.60377358490566,0.617647058823529
IGK,AFR,HG02451,NA18497,0.52,0.705882352941177
IGK,AFR,HG02583,NA18497,0.466666666666667,0.8
IGK,AFR,HG02615,NA18497,0.456521739130435,0.806451612903226
IGK,AFR,HG02622,NA18497,0.604166666666667,0.703703703703704
IGK,AFR,HG02647,NA18497,0.377358490566038,0.825
IGK,AFR,HG02717,NA18497,0.440677966101695,0.825
IGK,AFR,HG02723,NA18497,0.580645161290323,0.65
IGK,AFR,HG02809,NA18497,0.276595744680851,0.85
IGK,AFR,HG02886,NA18497,0.407407407407407,0.8
IGK,AFR,HG02965,NA18497,0.596491228070176,0.575
IGK,AFR,HG03130,NA18497,0.524590163934426,0.725
IGK,AFR,HG03195,NA18497,0.557377049180328,0.675
IGK,AFR,HG03209,NA18497,0.340425531914894,0.81578947368421
IGK,AFR,HG03369,NA18497,0.55,0.675
IGK,AFR,HG03453,NA18497,0.282608695652174,0.846153846153846
IGK,AFR,HG03470,NA18497,0.448275862068966,0.8
IGK,AFR,HG03471,NA18497,0.575757575757576,0.7
IGK,AFR,HG03521,NA18497,0.583333333333333,0.625
IGK,AFR,HG06807,NA18497,0.586206896551724,0.6
IGK,AFR,NA19338,NA18497,0.564516129032258,0.675
IGK,AFR,NA19700,NA18497,0.538461538461538,0.75
IGK,AFR,NA19909,NA18497,0.509433962264151,0.666666666666667
IGK,AFR,NA20129,NA18497,0.524590163934426,0.725
IGK,AFR,NA20346,NA18497,0.389830508474576,0.9
IGK,AFR,HG02630,NA18497,0.25,0.891891891891892
IGK,AFR,HG02976,NA18497,0.5,0.75
IGK,AFR,HG02841,NA18497,0.25531914893617,0.875
IGK,AFR,HG03225,NA18497,0.466666666666667,0.827586206896552
IGK,AFR,HG03516,NA18497,0.381818181818182,0.85
IGK,AFR,HG03579,NA18497,0.679245283018868,0.566666666666667
IGK,AFR,NA18508,NA18497,0.593220338983051,0.6
IGK,AFR,NA19159,NA18497,0.701754385964912,0.5
IGK,AFR,NA19468,NA18497,0.676470588235294,0.55
IGK,AFR,HG03050,NA18497,0.611111111111111,0.6
IGK,AFR,HG02572,NA18497,0.560606060606061,0.725
IGK,AFR,NA19185,NA18497,0.480769230769231,0.692307692307692
IGK,AFR,HG02922,NA18497,0.530612244897959,0.71875
IGK,AFR,HG01884,NA18497,0.625,0.692307692307692
IGK,AFR,HG02055,NA18497,0.608695652173913,0.75
IGK,AFR,HG02668,NA18497,0.72,0.583333333333333
IGK,AFR,HG03139,NA18497,0.711538461538462,0.555555555555556
IGK,AFR,HG03270,NA18497,0.745098039215686,0.541666666666667
IGK,AFR,NA19036,NA18497,0.549019607843137,0.676470588235294
IGK,AFR,NA19391,NA18497,0.708333333333333,0.636363636363636
IGK,AFR,NA19443,NA18497,0.642857142857143,0.555555555555556
IGK,AFR,HG02145,NA18497,0.392156862745098,0.775
IGK,AFR,HG03540,NA18497,0.361702127659574,0.810810810810811
IGK,AFR,HG03098,NA18497,0.680851063829787,0.681818181818182
IGK,AFR,HG01891,NA18497,0.954545454545455,0.333333333333333
IGK,AFR,HG01887,NA18497,0.557377049180328,0.675
IGK,AFR,HG01888,NA18497,0.569230769230769,0.7
IGK,AFR,HG01958,NA18497,0.485294117647059,0.875
IGK,AFR,HG02011,NA18497,0.597014925373134,0.675
IGK,AFR,HG02107,NA18497,0.55,0.675
IGK,AFR,HG02280,NA18497,0.416666666666667,0.875
IGK,AFR,HG02284,NA18497,0.5,0.825
IGK,AFR,HG02316,NA18497,0.416666666666667,0.875
IGK,AFR,HG02433,NA18497,0.333333333333333,0.9
IGK,AFR,HG02442,NA18497,0.514705882352941,0.825
IGK,AFR,HG02546,NA18497,0.451612903225807,0.85
IGK,AFR,HG02625,NA18497,0.5625,0.7
IGK,AFR,HG02636,NA18497,0.529411764705882,0.8
IGK,AFR,HG02644,NA18497,0.597014925373134,0.675
IGK,AFR,HG02677,NA18497,0.25531914893617,0.875
IGK,AFR,HG02704,NA18497,0.423728813559322,0.85
IGK,AFR,HG02764,NA18497,0.383333333333333,0.925
IGK,AFR,HG02800,NA18497,0.403225806451613,0.925
IGK,AFR,HG02806,NA18497,0.555555555555556,0.7
IGK,AFR,HG02815,NA18497,0.442622950819672,0.85
IGK,AFR,HG02817,NA18497,0.532258064516129,0.725
IGK,AFR,HG02856,NA18497,0.304347826086957,0.842105263157895
IGK,AFR,HG02862,NA18497,0.515625,0.775
IGK,AFR,HG02871,NA18497,0.558823529411765,0.75
IGK,AFR,HG02880,NA18497,0.377358490566038,0.825
IGK,AFR,HG02889,NA18497,0.3125,0.825
IGK,AFR,HG02892,NA18497,0.436363636363636,0.775
IGK,AFR,HG02924,NA18497,0.406779661016949,0.875
IGK,AFR,HG02948,NA18497,0.28,0.9
IGK,AFR,HG02975,NA18497,0.229166666666667,0.925
IGK,AFR,HG02978,NA18497,0.542372881355932,0.675
IGK,AFR,HG03029,NA18497,0.507246376811594,0.85
IGK,AFR,HG03035,NA18497,0.566666666666667,0.65
IGK,AFR,HG03041,NA18497,0.5625,0.7
IGK,AFR,HG03109,NA18497,0.38,0.775
IGK,AFR,HG03116,NA18497,0.630769230769231,0.6
IGK,AFR,HG03125,NA18497,0.413793103448276,0.85
IGK,AFR,HG03128,NA18497,0.516666666666667,0.725
IGK,AFR,HG03161,NA18497,0.587301587301587,0.65
IGK,AFR,HG03196,NA18497,0.421875,0.925
IGK,AFR,HG03248,NA18497,0.53448275862069,0.675
IGK,AFR,HG03260,NA18497,0.406779661016949,0.875
IGK,AFR,HG03301,NA18497,0.484375,0.825
IGK,AFR,HG03307,NA18497,0.412698412698413,0.925
IGK,AFR,HG03373,NA18497,0.320754716981132,0.9
IGK,AFR,HG03374,NA18497,0.575757575757576,0.7
IGK,AFR,HG03376,NA18497,0.476190476190476,0.825
IGK,AFR,HG03438,NA18497,0.409836065573771,0.9
IGK,AFR,HG03456,NA18497,0.666666666666667,0.525
IGK,AFR,HG03480,NA18497,0.421875,0.925
IGK,AFR,HG03522,NA18497,0.596491228070176,0.575
IGK,AFR,HG03565,NA18497,0.389830508474576,0.9
IGK,AFR,HG03574,NA18497,0.418181818181818,0.8
IGK,AFR,HG03583,NA18497,0.274509803921569,0.925
IGK,AFR,P28_I104_S1,NA18518,0.2,0.930232558139535
IGK,AFR,P28_I110_S1,NA18518,0.581081081081081,0.72093023255814
IGK,AFR,P28_I111_S1,NA18518,0.430769230769231,0.86046511627907
IGK,AFR,P28_I114_S1,NA18518,0.446428571428571,0.72093023255814
IGK,AFR,P28_I11_S1,NA18518,0.349206349206349,0.953488372093023
IGK,AFR,P28_I121_S1,NA18518,0.333333333333333,0.976744186046512
IGK,AFR,P28_I133_S1,NA18518,0.35,0.906976744186047
IGK,AFR,P28_I151_S1,NA18518,0.34375,0.976744186046512
IGK,AFR,P28_I154_S1,NA18518,0.349206349206349,0.953488372093023
IGK,AFR,P28_I159_S1,NA18518,0.236363636363636,0.976744186046512
IGK,AFR,P28_I169_S1,NA18518,0.5,0.744186046511628
IGK,AFR,P28_I16_S1,NA18518,0.3,0.976744186046512
IGK,AFR,P28_I170_S1,NA18518,0.492537313432836,0.790697674418605
IGK,AFR,P28_I173_S1,NA18518,0.295081967213115,1
IGK,AFR,P28_I18_S1,NA18518,0.421052631578947,0.767441860465116
IGK,AFR,P28_I21_S1,NA18518,0.424242424242424,0.883720930232558
IGK,AFR,P28_I25_S1,NA18518,0.47887323943662,0.86046511627907
IGK,AFR,P28_I27_S1,NA18518,0.338983050847458,0.906976744186047
IGK,AFR,P28_I31_S1,NA18518,0.428571428571429,0.744186046511628
IGK,AFR,P28_I32_S1,NA18518,0.415384615384615,0.883720930232558
IGK,AFR,P28_I36_S1,NA18518,0.405797101449275,0.953488372093023
IGK,AFR,P28_I41_S1,NA18518,0.327868852459016,0.953488372093023
IGK,AFR,P28_I47_S1,NA18518,0.370967741935484,0.906976744186047
IGK,AFR,P28_I50_S1,NA18518,0.455882352941177,0.86046511627907
IGK,AFR,P28_I53_S1,NA18518,0.435483870967742,0.813953488372093
IGK,AFR,P28_I54_S1,NA18518,0.478260869565217,0.837209302325582
IGK,AFR,P28_I55_S1,NA18518,0.275862068965517,0.976744186046512
IGK,AFR,P28_I60_S1,NA18518,0.232142857142857,1
IGK,AFR,P28_I61_S1,NA18518,0.298245614035088,0.930232558139535
IGK,AFR,P28_I64_S1,NA18518,0.403225806451613,0.86046511627907
IGK,AFR,P28_I81_S1,NA18518,0.396825396825397,0.883720930232558
IGK,AFR,P28_I84_S1,NA18518,0.375,0.930232558139535
IGK,AFR,P28_I88_S1,NA18518,0.467741935483871,0.767441860465116
IGK,AFR,P28_I89_S1,NA18518,0.421052631578947,0.767441860465116
IGK,AFR,P28_I99_S1,NA18518,0.245614035087719,1
IGK,AFR,HG02257,NA18518,0.361702127659574,0.882352941176471
IGK,AFR,HG02451,NA18518,0.428571428571429,0.823529411764706
IGK,AFR,HG02583,NA18518,0.416666666666667,0.813953488372093
IGK,AFR,HG02615,NA18518,0.576923076923077,0.709677419354839
IGK,AFR,HG02622,NA18518,0.510638297872341,0.851851851851852
IGK,AFR,HG02647,NA18518,0.540983606557377,0.651162790697675
IGK,AFR,HG02717,NA18518,0.240740740740741,0.953488372093023
IGK,AFR,HG02723,NA18518,0.18,0.953488372093023
IGK,AFR,HG02809,NA18518,0.444444444444444,0.731707317073171
IGK,AFR,HG02886,NA18518,0.540983606557377,0.651162790697675
IGK,AFR,HG02965,NA18518,0.34,0.825
IGK,AFR,HG03130,NA18518,0.475409836065574,0.744186046511628
IGK,AFR,HG03195,NA18518,0.215686274509804,0.930232558139535
IGK,AFR,HG03209,NA18518,0.527272727272727,0.68421052631579
IGK,AFR,HG03369,NA18518,0.269230769230769,0.883720930232558
IGK,AFR,HG03453,NA18518,0.481481481481482,0.717948717948718
IGK,AFR,HG03470,NA18518,0.277777777777778,0.906976744186047
IGK,AFR,HG03471,NA18518,0.236363636363636,0.976744186046512
IGK,AFR,HG03521,NA18518,0.166666666666667,0.930232558139535
IGK,AFR,HG06807,NA18518,0.229166666666667,0.880952380952381
IGK,AFR,NA19338,NA18518,0.440677966101695,0.767441860465116
IGK,AFR,NA19700,NA18518,0.280701754385965,0.953488372093023
IGK,AFR,NA19909,NA18518,0.423076923076923,0.769230769230769
IGK,AFR,NA20129,NA18518,0.368421052631579,0.837209302325582
IGK,AFR,NA20346,NA18518,0.419354838709677,0.837209302325582
IGK,AFR,HG02630,NA18518,0.545454545454545,0.675675675675676
IGK,AFR,HG02976,NA18518,0.396551724137931,0.813953488372093
IGK,AFR,HG02841,NA18518,0.454545454545455,0.714285714285714
IGK,AFR,HG03225,NA18518,0.56,0.758620689655172
IGK,AFR,HG03516,NA18518,0.385964912280702,0.813953488372093
IGK,AFR,HG03579,NA18518,0.479166666666667,0.833333333333333
IGK,AFR,NA18508,NA18518,0.28,0.837209302325582
IGK,AFR,NA19159,NA18518,0.625,0.617647058823529
IGK,AFR,NA19468,NA18518,0.423728813559322,0.790697674418605
IGK,AFR,HG03050,NA18518,0.408163265306122,0.828571428571429
IGK,AFR,HG02572,NA18518,0.492307692307692,0.767441860465116
IGK,AFR,NA19185,NA18518,0.36,0.82051282051282
IGK,AFR,HG02922,NA18518,0.5,0.78125
IGK,AFR,HG01884,NA18518,0.673076923076923,0.653846153846154
IGK,AFR,HG02055,NA18518,0.735849056603774,0.583333333333333
IGK,AFR,HG02668,NA18518,0.759259259259259,0.541666666666667
IGK,AFR,HG03139,NA18518,0.510638297872341,0.851851851851852
IGK,AFR,HG03270,NA18518,0.604166666666667,0.791666666666667
IGK,AFR,NA19036,NA18518,0.490196078431373,0.764705882352941
IGK,AFR,NA19391,NA18518,0.617021276595745,0.818181818181818
IGK,AFR,NA19443,NA18518,0.589285714285714,0.638888888888889
IGK,AFR,HG02145,NA18518,0.508771929824562,0.666666666666667
IGK,AFR,HG03540,NA18518,0.545454545454545,0.675675675675676
IGK,AFR,HG03098,NA18518,0.617021276595745,0.818181818181818
IGK,AFR,HG01891,NA18518,0.911111111111111,0.666666666666667
IGK,AFR,HG01887,NA18518,0.18,0.953488372093023
IGK,AFR,HG01888,NA18518,0.426229508196721,0.813953488372093
