locus,ancestry_population,Sample1,Sample2,jaccard_distance,overlap_coefficient
IGH,AFR,HG03050,NA19159,0.783783783783784,0.533333333333333
IGH,AFR,HG01891,NA19159,0.837837837837838,0.461538461538462
IGH,AFR,HG02451,NA19159,0.837209302325581,0.35
IGH,AFR,NA19909,NA19159,0.875,0.333333333333333
IGH,AFR,HG03540,NA19159,0.86,0.259259259259259
IGH,AFR,HG02615,NA19159,0.826923076923077,0.3
IGH,AFR,HG02922,NA19159,0.878048780487805,0.3125
IGH,AFR,HG02145,NA19159,0.833333333333333,0.368421052631579
IGH,AFR,HG02886,NA19159,0.733333333333333,0.444444444444444
IGH,AFR,NA20129,NA19159,0.738095238095238,0.478260869565217
IGH,AFR,P28_I104_S1,HG02647,0.971428571428571,1
IGH,AFR,P28_I110_S1,HG02647,0.980769230769231,0.666666666666667
IGH,AFR,P28_I111_S1,HG02647,0.974358974358974,1
IGH,AFR,P28_I114_S1,HG02647,0.972972972972973,1
IGH,AFR,P28_I11_S1,HG02647,0.972972972972973,1
IGH,AFR,P28_I121_S1,HG02647,0.968421052631579,1
IGH,AFR,P28_I133_S1,HG02647,0.972477064220183,1
IGH,AFR,P28_I151_S1,HG02647,0.970588235294118,1
IGH,AFR,P28_I154_S1,HG02647,0.972972972972973,1
IGH,AFR,P28_I159_S1,HG02647,0.972727272727273,1
IGH,AFR,P28_I169_S1,HG02647,0.973214285714286,1
IGH,AFR,P28_I16_S1,HG02647,0.972477064220183,1
IGH,AFR,P28_I170_S1,HG02647,0.972972972972973,1
IGH,AFR,P28_I173_S1,HG02647,0.971153846153846,1
IGH,AFR,P28_I18_S1,HG02647,0.966292134831461,1
IGH,AFR,P28_I21_S1,HG02647,0.971698113207547,1
IGH,AFR,P28_I25_S1,HG02647,0.974137931034483,1
IGH,AFR,P28_I27_S1,HG02647,0.981481481481481,0.666666666666667
IGH,AFR,P28_I31_S1,HG02647,0.970873786407767,1
IGH,AFR,P28_I32_S1,HG02647,0.973684210526316,1
IGH,AFR,P28_I36_S1,HG02647,0.97196261682243,1
IGH,AFR,P28_I41_S1,HG02647,0.973214285714286,1
IGH,AFR,P28_I47_S1,HG02647,0.981308411214953,0.666666666666667
IGH,AFR,P28_I50_S1,HG02647,0.97,1
IGH,AFR,P28_I53_S1,HG02647,0.971428571428571,1
IGH,AFR,P28_I54_S1,HG02647,0.973684210526316,1
IGH,AFR,P28_I55_S1,HG02647,0.97,1
IGH,AFR,P28_I60_S1,HG02647,0.970873786407767,1
IGH,AFR,P28_I61_S1,HG02647,0.973451327433628,1
IGH,AFR,P28_I64_S1,HG02647,0.96969696969697,1
IGH,AFR,P28_I81_S1,HG02647,0.971428571428571,1
IGH,AFR,P28_I84_S1,HG02647,0.971428571428571,1
IGH,AFR,P28_I88_S1,HG02647,0.969387755102041,1
IGH,AFR,P28_I89_S1,HG02647,0.971698113207547,1
IGH,AFR,P28_I99_S1,HG02647,0.971428571428571,1
IGH,AFR,HG01960,HG02647,0.95774647887324,1
IGH,AFR,HG02055,HG02647,0.963855421686747,1
IGH,AFR,HG02257,HG02647,0.960526315789474,1
IGH,AFR,HG02717,HG02647,0.969072164948454,1
IGH,AFR,HG02809,HG02647,0.958333333333333,1
IGH,AFR,HG02965,HG02647,0.971428571428571,0.666666666666667
IGH,AFR,HG02976,HG02647,0.90625,1
IGH,AFR,HG03270,HG02647,1,0
IGH,AFR,HG03453,HG02647,0.967391304347826,1
IGH,AFR,HG03471,HG02647,0.964285714285714,0.666666666666667
IGH,AFR,NA18505,HG02647,0.978723404255319,0.333333333333333
IGH,AFR,NA20346,HG02647,0.963414634146341,1
IGH,AFR,HG02572,HG02647,0.966101694915254,0.666666666666667
IGH,AFR,HG02583,HG02647,0.96078431372549,0.666666666666667
IGH,AFR,HG02622,HG02647,0.956521739130435,1
IGH,AFR,HG02630,HG02647,0.953488372093023,0.666666666666667
IGH,AFR,HG02723,HG02647,0.958904109589041,1
IGH,AFR,HG03130,HG02647,0.941176470588235,1
IGH,AFR,HG03139,HG02647,0.916666666666667,1
IGH,AFR,HG03209,HG02647,0.949152542372881,1
IGH,AFR,HG03225,HG02647,0.952380952380952,0.666666666666667
IGH,AFR,HG03369,HG02647,0.958904109589041,1
IGH,AFR,HG03579,HG02647,0.973333333333333,0.666666666666667
IGH,AFR,HG06807,HG02647,0.962962962962963,1
IGH,AFR,HG02841,HG02647,0.857142857142857,0.666666666666667
IGH,AFR,NA19043,HG02647,0.955555555555556,0.666666666666667
IGH,AFR,HG03098,HG02647,0.96,1
IGH,AFR,HG03521,HG02647,1,0
IGH,AFR,HG03195,HG02647,1,0
IGH,AFR,HG02668,HG02647,0.947368421052632,1
IGH,AFR,NA19391,HG02647,0.96551724137931,0.666666666666667
IGH,AFR,HG01884,HG02647,0.957446808510638,0.666666666666667
IGH,AFR,NA20282,HG02647,0.888888888888889,0.666666666666667
IGH,AFR,NA18508,HG02647,0.962962962962963,0.666666666666667
IGH,AFR,NA19185,HG02647,0.9375,0.333333333333333
IGH,AFR,NA19443,HG02647,0.96,0.666666666666667
IGH,AFR,NA19700,HG02647,0.968253968253968,0.666666666666667
IGH,AFR,HG03470,HG02647,0.948275862068965,1
IGH,AFR,HG03516,HG02647,0.928571428571429,0.666666666666667
IGH,AFR,NA18879,HG02647,0.933333333333333,0.666666666666667
IGH,AFR,HG03050,HG02647,0.875,0.666666666666667
IGH,AFR,HG01891,HG02647,0.857142857142857,0.666666666666667
IGH,AFR,HG02451,HG02647,0.954545454545455,0.333333333333333
IGH,AFR,NA19909,HG02647,0.875,0.666666666666667
IGH,AFR,HG03540,HG02647,0.928571428571429,0.666666666666667
IGH,AFR,HG02615,HG02647,0.9375,0.666666666666667
IGH,AFR,HG02922,HG02647,1,0
IGH,AFR,HG02145,HG02647,0.842105263157895,1
IGH,AFR,HG02886,HG02647,1,0
IGH,AFR,NA20129,HG02647,0.916666666666667,0.666666666666667
IGH,AFR,NA19159,HG02647,0.935483870967742,0.666666666666667
IGH,AFR,P28_I104_S1,HG01887,0.572519083969466,0.682926829268293
IGH,AFR,P28_I110_S1,HG01887,0.5546875,0.695121951219512
IGH,AFR,P28_I111_S1,HG01887,0.578571428571429,0.719512195121951
IGH,AFR,P28_I114_S1,HG01887,0.621428571428571,0.646341463414634
IGH,AFR,P28_I11_S1,HG01887,0.601449275362319,0.670731707317073
IGH,AFR,P28_I121_S1,HG01887,0.606299212598425,0.609756097560976
IGH,AFR,P28_I133_S1,HG01887,0.605839416058394,0.658536585365854
IGH,AFR,P28_I151_S1,HG01887,0.516129032258065,0.731707317073171
IGH,AFR,P28_I154_S1,HG01887,0.601449275362319,0.670731707317073
IGH,AFR,P28_I159_S1,HG01887,0.598540145985401,0.670731707317073
IGH,AFR,P28_I169_S1,HG01887,0.541353383458647,0.74390243902439
IGH,AFR,P28_I16_S1,HG01887,0.530769230769231,0.74390243902439
IGH,AFR,P28_I170_S1,HG01887,0.559701492537313,0.719512195121951
IGH,AFR,P28_I173_S1,HG01887,0.642335766423358,0.597560975609756
IGH,AFR,P28_I18_S1,HG01887,0.563025210084034,0.634146341463415
IGH,AFR,P28_I21_S1,HG01887,0.597014925373134,0.658536585365854
IGH,AFR,P28_I25_S1,HG01887,0.554744525547445,0.74390243902439
IGH,AFR,P28_I27_S1,HG01887,0.568181818181818,0.695121951219512
IGH,AFR,P28_I31_S1,HG01887,0.565891472868217,0.682926829268293
IGH,AFR,P28_I32_S1,HG01887,0.6,0.682926829268293
IGH,AFR,P28_I36_S1,HG01887,0.578947368421053,0.682926829268293
IGH,AFR,P28_I41_S1,HG01887,0.552238805970149,0.731707317073171
IGH,AFR,P28_I47_S1,HG01887,0.553846153846154,0.707317073170732
IGH,AFR,P28_I50_S1,HG01887,0.483333333333333,0.75609756097561
IGH,AFR,P28_I53_S1,HG01887,0.479674796747967,0.780487804878049
IGH,AFR,P28_I54_S1,HG01887,0.619718309859155,0.658536585365854
IGH,AFR,P28_I55_S1,HG01887,0.6,0.634146341463415
IGH,AFR,P28_I60_S1,HG01887,0.62962962962963,0.609756097560976
IGH,AFR,P28_I61_S1,HG01887,0.597122302158273,0.682926829268293
IGH,AFR,P28_I64_S1,HG01887,0.574803149606299,0.658536585365854
IGH,AFR,P28_I81_S1,HG01887,0.583333333333333,0.670731707317073
IGH,AFR,P28_I84_S1,HG01887,0.561538461538462,0.695121951219512
IGH,AFR,P28_I88_S1,HG01887,0.604651162790698,0.621951219512195
IGH,AFR,P28_I89_S1,HG01887,0.586466165413534,0.670731707317073
IGH,AFR,P28_I99_S1,HG01887,0.572519083969466,0.682926829268293
IGH,AFR,HG01960,HG01887,0.556603773584906,0.661971830985916
IGH,AFR,HG02055,HG01887,0.552631578947368,0.621951219512195
IGH,AFR,HG02257,HG01887,0.626086956521739,0.565789473684211
IGH,AFR,HG02717,HG01887,0.556451612903226,0.670731707317073
IGH,AFR,HG02809,HG01887,0.612612612612613,0.597222222222222
IGH,AFR,HG02965,HG01887,0.575471698113208,0.652173913043478
IGH,AFR,HG02976,HG01887,0.824742268041237,0.53125
IGH,AFR,HG03270,HG01887,0.663265306122449,0.673469387755102
IGH,AFR,HG03453,HG01887,0.48695652173913,0.719512195121951
IGH,AFR,HG03471,HG01887,0.616161616161616,0.690909090909091
IGH,AFR,NA18505,HG01887,0.663157894736842,0.711111111111111
IGH,AFR,NA20346,HG01887,0.610169491525424,0.560975609756098
IGH,AFR,HG02572,HG01887,0.703703703703704,0.551724137931035
IGH,AFR,HG02583,HG01887,0.653061224489796,0.68
IGH,AFR,HG02622,HG01887,0.627272727272727,0.594202898550725
IGH,AFR,HG02630,HG01887,0.666666666666667,0.738095238095238
IGH,AFR,HG02723,HG01887,0.590909090909091,0.616438356164384
IGH,AFR,HG03130,HG01887,0.656565656565657,0.666666666666667
IGH,AFR,HG03139,HG01887,0.74468085106383,0.666666666666667
IGH,AFR,HG03209,HG01887,0.631067961165049,0.64406779661017
IGH,AFR,HG03225,HG01887,0.731958762886598,0.634146341463415
IGH,AFR,HG03369,HG01887,0.628318584070796,0.575342465753425
IGH,AFR,HG03579,HG01887,0.655172413793103,0.540540540540541
IGH,AFR,HG06807,HG01887,0.630252100840336,0.54320987654321
IGH,AFR,HG02841,HG01887,0.869047619047619,0.846153846153846
IGH,AFR,NA19043,HG01887,0.776699029126214,0.522727272727273
IGH,AFR,HG03098,HG01887,0.658119658119658,0.533333333333333
IGH,AFR,HG03521,HG01887,0.813186813186813,0.653846153846154
IGH,AFR,HG03195,HG01887,0.987804878048781,1
IGH,AFR,HG02668,HG01887,0.724770642201835,0.526315789473684
IGH,AFR,NA19391,HG01887,0.736363636363636,0.508771929824562
IGH,AFR,HG01884,HG01887,0.757281553398058,0.543478260869565
IGH,AFR,NA20282,HG01887,0.835294117647059,0.823529411764706
IGH,AFR,NA18508,HG01887,0.676470588235294,0.622641509433962
IGH,AFR,NA19185,HG01887,0.896551724137931,0.642857142857143
IGH,AFR,NA19443,HG01887,0.715686274509804,0.591836734693878
IGH,AFR,NA19700,HG01887,0.641509433962264,0.612903225806452
IGH,AFR,HG03470,HG01887,0.761061946902655,0.46551724137931
IGH,AFR,HG03516,HG01887,0.788888888888889,0.703703703703704
IGH,AFR,NA18879,HG01887,0.855670103092784,0.482758620689655
IGH,AFR,HG03050,HG01887,0.872093023255814,0.733333333333333
IGH,AFR,HG01891,HG01887,0.895348837209302,0.692307692307692
IGH,AFR,HG02451,HG01887,0.914893617021277,0.4
IGH,AFR,NA19909,HG01887,0.858823529411765,0.8
IGH,AFR,HG03540,HG01887,0.788888888888889,0.703703703703704
IGH,AFR,HG02615,HG01887,0.87,0.419354838709677
IGH,AFR,HG02922,HG01887,0.86046511627907,0.75
IGH,AFR,HG02145,HG01887,0.89010989010989,0.526315789473684
IGH,AFR,HG02886,HG01887,0.840425531914894,0.555555555555556
IGH,AFR,NA20129,HG01887,0.833333333333333,0.652173913043478
IGH,AFR,NA19159,HG01887,0.857142857142857,0.466666666666667
IGH,AFR,HG02647,HG01887,0.975903614457831,0.666666666666667
IGH,AFR,P28_I104_S1,HG01888,0.491803278688525,0.784810126582278
IGH,AFR,P28_I110_S1,HG01888,0.417391304347826,0.848101265822785
IGH,AFR,P28_I111_S1,HG01888,0.609929078014184,0.69620253164557
IGH,AFR,P28_I114_S1,HG01888,0.515625,0.784810126582278
IGH,AFR,P28_I11_S1,HG01888,0.549618320610687,0.746835443037975
IGH,AFR,P28_I121_S1,HG01888,0.512820512820513,0.721518987341772
IGH,AFR,P28_I133_S1,HG01888,0.564885496183206,0.721518987341772
IGH,AFR,P28_I151_S1,HG01888,0.528455284552846,0.734177215189873
IGH,AFR,P28_I154_S1,HG01888,0.549618320610687,0.746835443037975
IGH,AFR,P28_I159_S1,HG01888,0.578947368421053,0.708860759493671
IGH,AFR,P28_I169_S1,HG01888,0.51937984496124,0.784810126582278
IGH,AFR,P28_I16_S1,HG01888,0.519685039370079,0.772151898734177
IGH,AFR,P28_I170_S1,HG01888,0.571428571428571,0.721518987341772
IGH,AFR,P28_I173_S1,HG01888,0.547619047619048,0.721518987341772
IGH,AFR,P28_I18_S1,HG01888,0.551724137931035,0.658227848101266
IGH,AFR,P28_I21_S1,HG01888,0.639705882352941,0.620253164556962
IGH,AFR,P28_I25_S1,HG01888,0.511450381679389,0.810126582278481
IGH,AFR,P28_I27_S1,HG01888,0.512,0.772151898734177
IGH,AFR,P28_I31_S1,HG01888,0.610687022900763,0.645569620253165
IGH,AFR,P28_I32_S1,HG01888,0.548872180451128,0.759493670886076
IGH,AFR,P28_I36_S1,HG01888,0.632352941176471,0.632911392405063
IGH,AFR,P28_I41_S1,HG01888,0.484126984126984,0.822784810126582
IGH,AFR,P28_I47_S1,HG01888,0.587786259541985,0.683544303797468
IGH,AFR,P28_I50_S1,HG01888,0.495798319327731,0.759493670886076
IGH,AFR,P28_I53_S1,HG01888,0.479338842975207,0.79746835443038
IGH,AFR,P28_I54_S1,HG01888,0.621428571428571,0.670886075949367
IGH,AFR,P28_I55_S1,HG01888,0.654135338345865,0.582278481012658
IGH,AFR,P28_I60_S1,HG01888,0.589147286821705,0.670886075949367
IGH,AFR,P28_I61_S1,HG01888,0.567164179104478,0.734177215189873
IGH,AFR,P28_I64_S1,HG01888,0.491525423728814,0.759493670886076
IGH,AFR,P28_I81_S1,HG01888,0.551181102362205,0.721518987341772
IGH,AFR,P28_I84_S1,HG01888,0.584615384615385,0.683544303797468
IGH,AFR,P28_I88_S1,HG01888,0.584,0.658227848101266
IGH,AFR,P28_I89_S1,HG01888,0.483606557377049,0.79746835443038
IGH,AFR,P28_I99_S1,HG01888,0.491803278688525,0.784810126582278
IGH,AFR,HG01960,HG01888,0.611111111111111,0.591549295774648
IGH,AFR,HG02055,HG01888,0.457142857142857,0.721518987341772
IGH,AFR,HG02257,HG01888,0.603603603603604,0.578947368421053
IGH,AFR,HG02717,HG01888,0.521008403361345,0.721518987341772
IGH,AFR,HG02809,HG01888,0.601851851851852,0.597222222222222
IGH,AFR,HG02965,HG01888,0.590476190476191,0.623188405797102
IGH,AFR,HG02976,HG01888,0.793478260869565,0.59375
IGH,AFR,HG03270,HG01888,0.623655913978495,0.714285714285714
IGH,AFR,HG03453,HG01888,0.5,0.721518987341772
IGH,AFR,HG03471,HG01888,0.477272727272727,0.836363636363636
IGH,AFR,NA18505,HG01888,0.541176470588235,0.866666666666667
IGH,AFR,NA20346,HG01888,0.5625,0.620253164556962
IGH,AFR,HG02572,HG01888,0.695238095238095,0.551724137931035
IGH,AFR,HG02583,HG01888,0.683673469387755,0.62
IGH,AFR,HG02622,HG01888,0.735042735042735,0.449275362318841
IGH,AFR,HG02630,HG01888,0.684782608695652,0.690476190476191
IGH,AFR,HG02723,HG01888,0.642857142857143,0.547945205479452
IGH,AFR,HG03130,HG01888,0.686868686868687,0.607843137254902
IGH,AFR,HG03139,HG01888,0.776595744680851,0.583333333333333
IGH,AFR,HG03209,HG01888,0.633663366336634,0.627118644067797
IGH,AFR,HG03225,HG01888,0.636363636363636,0.780487804878049
IGH,AFR,HG03369,HG01888,0.666666666666667,0.520547945205479
IGH,AFR,HG03579,HG01888,0.646017699115044,0.540540540540541
IGH,AFR,HG06807,HG01888,0.571428571428571,0.607594936708861
IGH,AFR,HG02841,HG01888,0.864197530864198,0.846153846153846
IGH,AFR,NA19043,HG01888,0.794117647058824,0.477272727272727
IGH,AFR,HG03098,HG01888,0.660869565217391,0.52
IGH,AFR,HG03521,HG01888,0.820224719101124,0.615384615384615
IGH,AFR,HG03195,HG01888,0.987341772151899,1
IGH,AFR,HG02668,HG01888,0.716981132075472,0.526315789473684
IGH,AFR,NA19391,HG01888,0.716981132075472,0.526315789473684
IGH,AFR,HG01884,HG01888,0.762376237623762,0.521739130434783
IGH,AFR,NA20282,HG01888,0.843373493975904,0.764705882352941
IGH,AFR,NA18508,HG01888,0.693069306930693,0.584905660377359
IGH,AFR,NA19185,HG01888,0.851851851851852,0.857142857142857
IGH,AFR,NA19443,HG01888,0.666666666666667,0.653061224489796
IGH,AFR,NA19700,HG01888,0.669811320754717,0.564516129032258
IGH,AFR,HG03470,HG01888,0.743119266055046,0.482758620689655
IGH,AFR,HG03516,HG01888,0.767441860465116,0.740740740740741
IGH,AFR,NA18879,HG01888,0.786516853932584,0.655172413793103
IGH,AFR,HG03050,HG01888,0.880952380952381,0.666666666666667
IGH,AFR,HG01891,HG01888,0.891566265060241,0.692307692307692
IGH,AFR,HG02451,HG01888,0.9,0.45
IGH,AFR,NA19909,HG01888,0.919540229885057,0.466666666666667
IGH,AFR,HG03540,HG01888,0.860215053763441,0.481481481481482
IGH,AFR,HG02615,HG01888,0.865979381443299,0.419354838709677
IGH,AFR,HG02922,HG01888,0.908045977011494,0.5
IGH,AFR,HG02145,HG01888,0.873563218390805,0.578947368421053
IGH,AFR,HG02886,HG01888,0.872340425531915,0.444444444444444
IGH,AFR,NA20129,HG01888,0.866666666666667,0.521739130434783
IGH,AFR,NA19159,HG01888,0.864583333333333,0.433333333333333
IGH,AFR,HG02647,HG01888,0.962025316455696,1
IGH,AFR,HG01887,HG01888,0.509259259259259,0.670886075949367
IGH,AFR,P28_I104_S1,HG02011,0.640287769784173,0.595238095238095
IGH,AFR,P28_I110_S1,HG02011,0.415254237288136,0.821428571428571
IGH,AFR,P28_I111_S1,HG02011,0.604166666666667,0.678571428571429
IGH,AFR,P28_I114_S1,HG02011,0.533834586466166,0.738095238095238
IGH,AFR,P28_I11_S1,HG02011,0.597122302158273,0.666666666666667
IGH,AFR,P28_I121_S1,HG02011,0.6015625,0.607142857142857
IGH,AFR,P28_I133_S1,HG02011,0.591240875912409,0.666666666666667
IGH,AFR,P28_I151_S1,HG02011,0.512,0.726190476190476
IGH,AFR,P28_I154_S1,HG02011,0.597122302158273,0.666666666666667
IGH,AFR,P28_I159_S1,HG02011,0.60431654676259,0.654761904761905
IGH,AFR,P28_I169_S1,HG02011,0.558823529411765,0.714285714285714
IGH,AFR,P28_I16_S1,HG02011,0.559701492537313,0.702380952380952
IGH,AFR,P28_I170_S1,HG02011,0.566176470588235,0.702380952380952
IGH,AFR,P28_I173_S1,HG02011,0.507936507936508,0.738095238095238
IGH,AFR,P28_I18_S1,HG02011,0.59349593495935,0.595238095238095
IGH,AFR,P28_I21_S1,HG02011,0.549618320610687,0.702380952380952
IGH,AFR,P28_I25_S1,HG02011,0.507462686567164,0.785714285714286
IGH,AFR,P28_I27_S1,HG02011,0.56390977443609,0.690476190476191
IGH,AFR,P28_I31_S1,HG02011,0.593984962406015,0.642857142857143
IGH,AFR,P28_I32_S1,HG02011,0.595744680851064,0.678571428571429
IGH,AFR,P28_I36_S1,HG02011,0.645390070921986,0.595238095238095
IGH,AFR,P28_I41_S1,HG02011,0.558823529411765,0.714285714285714
IGH,AFR,P28_I47_S1,HG02011,0.527131782945737,0.726190476190476
IGH,AFR,P28_I50_S1,HG02011,0.528,0.702380952380952
IGH,AFR,P28_I53_S1,HG02011,0.5234375,0.726190476190476
IGH,AFR,P28_I54_S1,HG02011,0.554744525547445,0.726190476190476
IGH,AFR,P28_I55_S1,HG02011,0.626865671641791,0.595238095238095
IGH,AFR,P28_I60_S1,HG02011,0.635036496350365,0.595238095238095
IGH,AFR,P28_I61_S1,HG02011,0.529850746268657,0.75
IGH,AFR,P28_I64_S1,HG02011,0.547619047619048,0.678571428571429
IGH,AFR,P28_I81_S1,HG02011,0.568181818181818,0.678571428571429
IGH,AFR,P28_I84_S1,HG02011,0.578947368421053,0.666666666666667
IGH,AFR,P28_I88_S1,HG02011,0.6,0.619047619047619
IGH,AFR,P28_I89_S1,HG02011,0.503937007874016,0.75
IGH,AFR,P28_I99_S1,HG02011,0.546153846153846,0.702380952380952
IGH,AFR,HG01960,HG02011,0.564814814814815,0.661971830985916
IGH,AFR,HG02055,HG02011,0.572649572649573,0.602409638554217
IGH,AFR,HG02257,HG02011,0.699186991869919,0.486842105263158
IGH,AFR,HG02717,HG02011,0.528455284552846,0.690476190476191
IGH,AFR,HG02809,HG02011,0.581818181818182,0.638888888888889
IGH,AFR,HG02965,HG02011,0.583333333333333,0.652173913043478
IGH,AFR,HG02976,HG02011,0.851485148514852,0.46875
IGH,AFR,HG03270,HG02011,0.683168316831683,0.653061224489796
IGH,AFR,HG03453,HG02011,0.557377049180328,0.642857142857143
IGH,AFR,HG03471,HG02011,0.581632653061225,0.745454545454546
IGH,AFR,NA18505,HG02011,0.696969696969697,0.666666666666667
IGH,AFR,NA20346,HG02011,0.543859649122807,0.634146341463415
IGH,AFR,HG02572,HG02011,0.720720720720721,0.53448275862069
IGH,AFR,HG02583,HG02011,0.686274509803922,0.64
IGH,AFR,HG02622,HG02011,0.657894736842105,0.565217391304348
IGH,AFR,HG02630,HG02011,0.74,0.619047619047619
IGH,AFR,HG02723,HG02011,0.634782608695652,0.575342465753425
IGH,AFR,HG03130,HG02011,0.75,0.529411764705882
IGH,AFR,HG03139,HG02011,0.787878787878788,0.583333333333333
IGH,AFR,HG03209,HG02011,0.638095238095238,0.64406779661017
IGH,AFR,HG03225,HG02011,0.670212765957447,0.75609756097561
IGH,AFR,HG03369,HG02011,0.658119658119658,0.547945205479452
IGH,AFR,HG03579,HG02011,0.614035087719298,0.594594594594595
IGH,AFR,HG06807,HG02011,0.565217391304348,0.617283950617284
IGH,AFR,HG02841,HG02011,0.872093023255814,0.846153846153846
IGH,AFR,NA19043,HG02011,0.792452830188679,0.5
IGH,AFR,HG03098,HG02011,0.675,0.52
IGH,AFR,HG03521,HG02011,0.817204301075269,0.653846153846154
IGH,AFR,HG03195,HG02011,0.988095238095238,1
IGH,AFR,HG02668,HG02011,0.752212389380531,0.491228070175439
IGH,AFR,NA19391,HG02011,0.706422018348624,0.56140350877193
IGH,AFR,HG01884,HG02011,0.773584905660377,0.521739130434783
IGH,AFR,NA20282,HG02011,0.877777777777778,0.647058823529412
IGH,AFR,NA18508,HG02011,0.707547169811321,0.584905660377359
IGH,AFR,NA19185,HG02011,0.886363636363636,0.714285714285714
IGH,AFR,NA19443,HG02011,0.70873786407767,0.612244897959184
IGH,AFR,NA19700,HG02011,0.635514018691589,0.629032258064516
IGH,AFR,HG03470,HG02011,0.732142857142857,0.517241379310345
IGH,AFR,HG03516,HG02011,0.78021978021978,0.740740740740741
IGH,AFR,NA18879,HG02011,0.810526315789474,0.620689655172414
IGH,AFR,HG03050,HG02011,0.862068965517241,0.8
IGH,AFR,HG01891,HG02011,0.897727272727273,0.692307692307692
IGH,AFR,HG02451,HG02011,0.881720430107527,0.55
IGH,AFR,NA19909,HG02011,0.912087912087912,0.533333333333333
IGH,AFR,HG03540,HG02011,0.84375,0.555555555555556
IGH,AFR,HG02615,HG02011,0.826530612244898,0.548387096774194
IGH,AFR,HG02922,HG02011,0.888888888888889,0.625
IGH,AFR,HG02145,HG02011,0.816091954022989,0.842105263157895
IGH,AFR,HG02886,HG02011,0.819148936170213,0.62962962962963
IGH,AFR,NA20129,HG02011,0.836956521739131,0.652173913043478
IGH,AFR,NA19159,HG02011,0.86,0.466666666666667
IGH,AFR,HG02647,HG02011,0.976470588235294,0.666666666666667
IGH,AFR,HG01887,HG02011,0.490909090909091,0.682926829268293
IGH,AFR,HG01888,HG02011,0.504587155963303,0.683544303797468
IGH,AFR,P28_I104_S1,HG02107,0.518248175182482,0.673469387755102
IGH,AFR,P28_I110_S1,HG02107,0.522058823529412,0.663265306122449
IGH,AFR,P28_I111_S1,HG02107,0.547297297297297,0.683673469387755
IGH,AFR,P28_I114_S1,HG02107,0.474452554744526,0.73469387755102
IGH,AFR,P28_I11_S1,HG02107,0.528169014084507,0.683673469387755
IGH,AFR,P28_I121_S1,HG02107,0.4921875,0.68421052631579
IGH,AFR,P28_I133_S1,HG02107,0.531914893617021,0.673469387755102
IGH,AFR,P28_I151_S1,HG02107,0.484848484848485,0.693877551020408
IGH,AFR,P28_I154_S1,HG02107,0.528169014084507,0.683673469387755
IGH,AFR,P28_I159_S1,HG02107,0.524822695035461,0.683673469387755
IGH,AFR,P28_I169_S1,HG02107,0.489208633093525,0.724489795918367
IGH,AFR,P28_I16_S1,HG02107,0.5,0.704081632653061
IGH,AFR,P28_I170_S1,HG02107,0.517730496453901,0.693877551020408
IGH,AFR,P28_I173_S1,HG02107,0.567375886524823,0.622448979591837
IGH,AFR,P28_I18_S1,HG02107,0.515873015873016,0.685393258426966
IGH,AFR,P28_I21_S1,HG02107,0.583333333333333,0.612244897959184
IGH,AFR,P28_I25_S1,HG02107,0.402985074626866,0.816326530612245
IGH,AFR,P28_I27_S1,HG02107,0.503649635036496,0.693877551020408
IGH,AFR,P28_I31_S1,HG02107,0.5,0.683673469387755
IGH,AFR,P28_I32_S1,HG02107,0.586666666666667,0.63265306122449
IGH,AFR,P28_I36_S1,HG02107,0.556338028169014,0.642857142857143
IGH,AFR,P28_I41_S1,HG02107,0.541666666666667,0.673469387755102
IGH,AFR,P28_I47_S1,HG02107,0.532374100719425,0.663265306122449
IGH,AFR,P28_I50_S1,HG02107,0.511278195488722,0.663265306122449
IGH,AFR,P28_I53_S1,HG02107,0.450381679389313,0.73469387755102
IGH,AFR,P28_I54_S1,HG02107,0.547945205479452,0.673469387755102
IGH,AFR,P28_I55_S1,HG02107,0.476923076923077,0.693877551020408
IGH,AFR,P28_I60_S1,HG02107,0.477272727272727,0.704081632653061
IGH,AFR,P28_I61_S1,HG02107,0.492857142857143,0.724489795918367
IGH,AFR,P28_I64_S1,HG02107,0.540740740740741,0.63265306122449
IGH,AFR,P28_I81_S1,HG02107,0.438461538461539,0.744897959183674
IGH,AFR,P28_I84_S1,HG02107,0.539568345323741,0.653061224489796
IGH,AFR,P28_I88_S1,HG02107,0.589928057553957,0.581632653061225
IGH,AFR,P28_I89_S1,HG02107,0.521739130434783,0.673469387755102
IGH,AFR,P28_I99_S1,HG02107,0.58041958041958,0.612244897959184
IGH,AFR,HG01960,HG02107,0.517543859649123,0.774647887323944
IGH,AFR,HG02055,HG02107,0.552,0.674698795180723
IGH,AFR,HG02257,HG02107,0.55,0.710526315789474
IGH,AFR,HG02717,HG02107,0.522727272727273,0.649484536082474
IGH,AFR,HG02809,HG02107,0.60655737704918,0.666666666666667
IGH,AFR,HG02965,HG02107,0.572649572649573,0.72463768115942
IGH,AFR,HG02976,HG02107,0.828828828828829,0.59375
IGH,AFR,HG03270,HG02107,0.699115044247788,0.693877551020408
IGH,AFR,HG03453,HG02107,0.538461538461538,0.652173913043478
IGH,AFR,HG03471,HG02107,0.542857142857143,0.872727272727273
IGH,AFR,NA18505,HG02107,0.650943396226415,0.822222222222222
IGH,AFR,NA20346,HG02107,0.524590163934426,0.707317073170732
